;Dominant_Topic;Topic_Keywords;Num_Documents;Perc_Documents
4437.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4438.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4439.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4440.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4441.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4442.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4443.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4444.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4445.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4446.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4447.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4448.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4449.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4450.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4451.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4452.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4453.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4454.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4455.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4456.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4457.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4458.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4459.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4460.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4461.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4462.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4463.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4464.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4465.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4466.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4467.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4468.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4469.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4470.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4471.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4472.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4473.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4474.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4475.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4476.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4477.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4478.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4479.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4480.0;1.0;gól, sestava, ¾lutý_karta, rozhodèí, náhradník, bodovat, vybojovat, chelsea, tøetina, vrána;;
4481.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4482.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4483.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4484.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4485.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4486.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4487.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4488.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4489.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4490.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4491.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4492.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4493.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4494.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4495.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4496.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4497.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4498.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4499.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4500.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4501.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4502.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4503.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4504.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4505.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4506.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4507.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4508.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4509.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4510.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4511.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4512.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4513.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4514.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4515.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4516.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4517.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4518.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4519.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4520.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4521.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4522.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4523.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4524.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4525.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4526.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4527.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4528.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4529.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4530.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4531.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4532.0;7.0;èína, procent, vakcína, evropský, èínský, èlovìk, výroba, pøípad, oèkování, poèet;;
4533.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4534.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4535.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4536.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4537.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4538.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4539.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4540.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4541.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4542.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4543.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4544.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4545.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4546.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4547.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4548.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4549.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4550.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4551.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4552.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4553.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4554.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4555.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4556.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4557.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4558.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4559.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4560.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4561.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4562.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4563.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4564.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4565.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4566.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4567.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4568.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4569.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4570.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4571.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4572.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4573.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4574.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4575.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4576.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4577.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4578.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4579.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4580.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4581.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4582.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4583.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4584.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4585.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4586.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4587.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4588.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4589.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4590.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4591.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4592.0;15.0;ruský, øíct, rozhovor, uvést, premiér, zpìvaèka, ¹éf, ministr, funkce, pochlubit;;
4593.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4594.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4595.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4596.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4597.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4598.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4599.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4600.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4601.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4602.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4603.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4604.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4605.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4606.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4607.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4608.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4609.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4610.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4611.0;19.0;test, èlovìk, kruhový_objezd, opatøení, firma, bøezen, testování, pøípad, mìsíc, systém;;
4612.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4613.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4614.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4615.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4616.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4617.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4618.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4619.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4620.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4621.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4622.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4623.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4624.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4625.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4626.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4627.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4628.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4629.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4630.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4631.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4632.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4633.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4634.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4635.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4636.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4637.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4638.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4639.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4640.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4641.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4642.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4643.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4644.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4645.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4646.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4647.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4648.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4649.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4650.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4651.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4652.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4653.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4654.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4655.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4656.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4657.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4658.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4659.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4660.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4661.0;6.0;rok, model, cena, trh, procent, koruna, znaèka, vysoký, let, verze;;
4662.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4663.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4664.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4665.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4666.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4667.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4668.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4669.0;1.0;gól, sestava, ¾lutý_karta, rozhodèí, náhradník, bodovat, vybojovat, chelsea, tøetina, vrána;;
4670.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4671.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4672.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4673.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4674.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4675.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4676.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4677.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4678.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4679.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4680.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4681.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4682.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4683.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4684.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4685.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4686.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4687.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4688.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4689.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4690.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4691.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4692.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4693.0;5.0;lékaø, nemocnice, pacient, nemoc, péèe, problém, stav, legenda, sùl, jít;;
4694.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4695.0;15.0;ruský, øíct, rozhovor, uvést, premiér, zpìvaèka, ¹éf, ministr, funkce, pochlubit;;
4696.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4697.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4698.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4699.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4700.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4701.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4702.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4703.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4704.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4705.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4706.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4707.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4708.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4709.0;18.0;automobilka, øíkat, rok, znaèka, jít, let, èlovìk, nìjaký, èas, práce;;
4710.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4711.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4712.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
4713.0;14.0;zápas, tým, sezona, bod, gól, hráè, hrát, utkání, vyhrát, domácí;;
